SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,August-21-2025,Condo/Co-op,15819 NE Leary Way Unit D302,Redmond,WA,98052,440000,1,1.0,Downtown Redmond,866,,1981,,508,478,Sold,,,https://www.redfin.com/WA/Redmond/15819-Leary-Way-98052/unit-0D-302/home/22692629,NWMLS as Distributed by MLS Grid,2395716,N,Y,47.6693984,-122.1283475
PAST SALE,April-16-2025,Single Family Residential,16733 NE 41st St,Redmond,WA,98052,2472500,6,3.5,Microsoft,4184,13475,1980,,591,,Sold,,,https://www.redfin.com/WA/Redmond/16733-NE-41st-St-98052/home/505121,NWMLS as Distributed by MLS Grid,2343439,N,Y,47.6470454,-122.1166365
PAST SALE,July-18-2025,Condo/Co-op,16275 NE 85th St #301,Redmond,WA,98052,589000,2,1.0,Downtown Redmond,883,,2001,,667,482,Sold,,,https://www.redfin.com/WA/Redmond/16275-NE-85th-St-98052/unit-301/home/2080451,NWMLS as Distributed by MLS Grid,2379930,N,Y,47.6781425,-122.1231037
PAST SALE,September-2-2025,Single Family Residential,13454 Woodinville-Redmond Rd NE,Redmond,WA,98052,1075000,3,3.0,Woodinville,3820,37508,1947,,281,,Sold,,,https://www.redfin.com/WA/Redmond/13454-Woodinville-Redmond-Rd-NE-98052/home/451298,NWMLS as Distributed by MLS Grid,2409135,N,Y,47.7219363,-122.1351629
PAST SALE,August-21-2025,Townhouse,18223 NE 95th Way #102,Redmond,WA,98052,749950,2,2.5,Avondale,1225,,2002,,612,560,Sold,,,https://www.redfin.com/WA/Redmond/18223-NE-95th-Way-98052/unit-102/home/72800,NWMLS as Distributed by MLS Grid,2397472,N,Y,47.685816,-122.0968262
PAST SALE,May-16-2025,Condo/Co-op,15827 NE Leary Way Unit B205,Redmond,WA,98052,515000,1,1.0,Downtown Redmond,1004,,1981,,513,554,Sold,,,https://www.redfin.com/WA/Redmond/15827-NE-Leary-Way-98052/unit-B205/home/12092201,NWMLS as Distributed by MLS Grid,2339913,N,Y,47.669424,-122.128066
PAST SALE,June-30-2025,Single Family Residential,13436 NE 179th Ave,Redmond,WA,98052,2275000,4,2.5,English Hill,3680,35019,1994,,618,56,Sold,,,https://www.redfin.com/WA/Redmond/13436-179th-Ave-NE-98052/home/449918,NWMLS as Distributed by MLS Grid,2371577,N,Y,47.7210199,-122.1003143
PAST SALE,April-30-2025,Condo/Co-op,15152 NE 82nd St #101,Redmond,WA,98052,499950,2,1.0,Redmond,795,,1985,,629,547,Sold,,,https://www.redfin.com/WA/Redmond/15152-NE-82nd-St-98052/unit-101/home/17381367,NWMLS as Distributed by MLS Grid,2337908,N,Y,47.6766366,-122.1382568
PAST SALE,September-8-2025,Condo/Co-op,12297 137th Pl NE #3003,Redmond,WA,98052,1299900,4,3.5,Redmond,2184,,2025,,595,186,Sold,,,https://www.redfin.com/WA/Redmond/12297-137th-PL-NE-98052/unit-3003/home/195354663,NWMLS as Distributed by MLS Grid,2359482,N,Y,47.710428,-122.158711
PAST SALE,July-11-2025,Condo/Co-op,6674 138th Ave NE #747,Redmond,WA,98052,522500,2,2.0,Bridle Trails,1143,,1972,,457,679,Sold,,,https://www.redfin.com/WA/Redmond/6674-138th-Ave-NE-98052/unit-747/home/103954670,NWMLS as Distributed by MLS Grid,2388149,N,Y,47.6653898,-122.155337
PAST SALE,August-19-2025,Single Family Residential,15803 NE 61st St,Redmond,WA,98052,1005000,2,2.5,Microsoft,1610,6200,1978,,624,115,Sold,,,https://www.redfin.com/WA/Redmond/15803-NE-61st-St-98052/home/502343,NWMLS as Distributed by MLS Grid,2401688,N,Y,47.6617959,-122.1290112
PAST SALE,July-11-2025,Condo/Co-op,16141 Cleveland St #212,Redmond,WA,98052,475000,1,1.0,Downtown Redmond,549,,2006,,865,391,Sold,,,https://www.redfin.com/WA/Redmond/16141-Cleveland-St-98052/unit-212/home/22696765,NWMLS as Distributed by MLS Grid,2368358,N,Y,47.673751,-122.1255083
PAST SALE,May-21-2025,Single Family Residential,9630 161st Ave NE,Redmond,WA,98052,1465000,4,3.0,Education Hill,2140,10950,1979,,685,,Sold,,,https://www.redfin.com/WA/Redmond/9630-161st-Ave-NE-98052/home/324647,NWMLS as Distributed by MLS Grid,2356273,N,Y,47.6865276,-122.1247332
PAST SALE,August-6-2025,Townhouse,2629 175th Ave NE,Redmond,WA,98052,984500,3,2.5,Microsoft,2110,2560,1968,,467,575,Sold,,,https://www.redfin.com/WA/Redmond/2629-175th-Ave-NE-98052/home/504290,NWMLS as Distributed by MLS Grid,2387313,N,Y,47.6349567,-122.1064637
PAST SALE,July-18-2025,Townhouse,19244 NE 69th Cir #102,Redmond,WA,98052,1097564,2,2.5,Union Hill,1424,,2024,,771,282,Sold,,,https://www.redfin.com/WA/Redmond/19244-NE-69th-Cir-98052/unit-102/home/194191679,NWMLS as Distributed by MLS Grid,2321836,N,Y,47.6674386,-122.0834872
PAST SALE,June-13-2025,Mobile/Manufactured Home,18425 NE 95th St #183,Redmond,WA,98052,172450,3,2.0,Redmond,1248,,1971,,138,,Sold,,,https://www.redfin.com/WA/Redmond/18425-NE-95th-St-98052/unit-183/home/195501648,NWMLS as Distributed by MLS Grid,2363349,N,Y,47.6853357,-122.0938777
PAST SALE,June-23-2025,Single Family Residential,16522 NE 44th Way,Redmond,WA,98052,1585000,3,2.5,Microsoft,2190,14054,1978,,724,,Sold,,,https://www.redfin.com/WA/Redmond/16522-NE-44th-Way-98052/home/505691,NWMLS as Distributed by MLS Grid,2366908,N,Y,47.649595,-122.1190841
PAST SALE,April-10-2025,Townhouse,19322 NE 69th Cir #102,Redmond,WA,98052,1080000,3,2.5,Union Hill,1448,,2024,,746,282,Sold,,,https://www.redfin.com/WA/Redmond/19322-NE-69th-Cir-98052/unit-102/home/191015623,NWMLS as Distributed by MLS Grid,2328855,N,Y,47.6667652,-122.082322
PAST SALE,July-18-2025,Townhouse,6640 137th Ave NE #501,Redmond,WA,98052,485000,2,1.5,Bridle Trails,1060,,1972,,458,490,Sold,,,https://www.redfin.com/WA/Redmond/6640-137th-Ave-NE-98052/unit-501/home/175094931,NWMLS as Distributed by MLS Grid,2366133,N,Y,47.6651457,-122.1576349
PAST SALE,August-12-2025,Townhouse,15652 NE 93rd Way Unit B-1601,Redmond,WA,98052,975000,3,2.5,Redmond,1518,834977,1995,,642,647,Sold,,,https://www.redfin.com/WA/Redmond/15652-NE-93rd-Way-98052/unit-B1601/home/24431,NWMLS as Distributed by MLS Grid,2393546,N,Y,47.68367,-122.12976
PAST SALE,September-15-2025,Condo/Co-op,7583 Old Redmond Rd Unit B206,Redmond,WA,98052,700000,2,2.0,Redmond,1167,,1992,,600,566,Sold,,,https://www.redfin.com/WA/Redmond/7583-Old-Redmond-Rd-98052/unit-B206/home/105522161,NWMLS as Distributed by MLS Grid,2402757,N,Y,47.6726831,-122.137485
PAST SALE,July-2-2025,Single Family Residential,9300 138th Ct NE,Redmond,WA,98052,1650000,4,2.5,North Rose Hill,2430,8216,1997,,679,22,Sold,,,https://www.redfin.com/WA/Redmond/9300-138th-Ct-NE-98052/home/512031,NWMLS as Distributed by MLS Grid,2352499,N,Y,47.6845761,-122.1552566
PAST SALE,August-27-2025,Single Family Residential,2624 W Lake Sammamish Pkwy NE,Redmond,WA,98052,4400000,6,3.5,West Lake Sammamish,4530,13631,1964,,971,,Sold,,,https://www.redfin.com/WA/Redmond/2624-W-Lake-Sammamish-Pkwy-NE-98052/home/326814,NWMLS as Distributed by MLS Grid,2394917,N,Y,47.6342713,-122.0892239
PAST SALE,May-21-2025,Condo/Co-op,15827 Leary Way NE #211,Redmond,WA,98052,409000,1,1.0,Redmond,629,,1983,,650,348,Sold,,,https://www.redfin.com/WA/Redmond/15827-Leary-Way-98052/unit-211/home/189780924,NWMLS as Distributed by MLS Grid,2340621,N,Y,47.6693336,-122.1281268
PAST SALE,May-28-2025,Condo/Co-op,19226 NE 69th Cir #105,Redmond,WA,98052,1085999,2,2.5,Union Hill,1448,,2024,,750,372,Sold,,,https://www.redfin.com/WA/Redmond/19226-NE-69th-Cir-98052/unit-105/home/194443639,NWMLS as Distributed by MLS Grid,2326221,N,Y,47.6673884,-122.0838814
PAST SALE,April-18-2025,Townhouse,19218 NE 69th Cir #104,Redmond,WA,98052,1069205,2,2.5,Union Hill,1448,,2024,,738,282,Sold,,,https://www.redfin.com/WA/Redmond/19218-NE-69th-Cir-98052/unit-104/home/191846575,NWMLS as Distributed by MLS Grid,2270778,N,Y,47.6670645,-122.0838803
PAST SALE,August-11-2025,Single Family Residential,10808 158th Ct NE,Redmond,WA,98052,1505000,3,2.5,Redmond,1977,7280,1983,,761,,Sold,,,https://www.redfin.com/WA/Redmond/10808-158th-Ct-NE-98052/home/322786,NWMLS as Distributed by MLS Grid,2384462,N,Y,47.6966339,-122.1286196
PAST SALE,May-23-2025,Condo/Co-op,19226 NE 69th Cir #104,Redmond,WA,98052,1069199,2,2.5,Union Hill,1448,,2024,,738,372,Sold,,,https://www.redfin.com/WA/Redmond/19226-NE-69th-Cir-98052/unit-104/home/194974188,NWMLS as Distributed by MLS Grid,2342022,N,Y,47.6673884,-122.0838814
PAST SALE,July-21-2025,Single Family Residential,17418 NE 33rd St,Redmond,WA,98052,1507500,4,3.0,Microsoft,2840,13438,1972,,531,,Sold,,,https://www.redfin.com/WA/Redmond/17418-NE-33rd-St-98052/home/503031,NWMLS as Distributed by MLS Grid,2377547,N,Y,47.6394717,-122.1073386
PAST SALE,April-7-2025,Townhouse,19218 NE 69th Cir #101,Redmond,WA,98052,1381785,3,3.5,Union Hill,1784,,2024,,775,282,Sold,,,https://www.redfin.com/WA/Redmond/19218-NE-69th-Cir-98052/unit-101/home/191846574,NWMLS as Distributed by MLS Grid,2270769,N,Y,47.6670645,-122.0838803
PAST SALE,May-14-2025,Townhouse,10398 157th Pl NE #101,Redmond,WA,98052,900000,3,2.5,Education Hill,1988,,2012,,453,765,Sold,,,https://www.redfin.com/WA/Redmond/10398-157th-Pl-NE-98052/unit-101/home/44654022,NWMLS as Distributed by MLS Grid,2334056,N,Y,47.6939237,-122.131522
PAST SALE,August-22-2025,Single Family Residential,11832 158th Ave NE,Redmond,WA,98052,1660000,4,2.5,Redmond,2260,5129,2004,,735,50,Sold,,,https://www.redfin.com/WA/Redmond/11832-158th-Ave-NE-98052/home/451397,NWMLS as Distributed by MLS Grid,2391077,N,Y,47.70657,-122.1286587
PAST SALE,July-21-2025,Single Family Residential,4024 168th Ave NE,Redmond,WA,98052,1500000,4,3.0,Microsoft,2460,17700,1980,,610,,Sold,,,https://www.redfin.com/WA/Redmond/4024-168th-Ave-NE-98052/home/502670,NWMLS as Distributed by MLS Grid,2362023,N,Y,47.6464203,-122.1150074
PAST SALE,September-12-2025,Townhouse,15240 NE 81st Way #101,Redmond,WA,98052,905000,3,2.5,Redmond,1470,,2008,,616,383,Sold,,,https://www.redfin.com/WA/Redmond/15240-NE-81st-Way-98052/unit-101/home/18657438,NWMLS as Distributed by MLS Grid,2402285,N,Y,47.675744,-122.1372784
PAST SALE,May-23-2025,Single Family Residential,9040 Avondale Rd NE,Redmond,WA,98052,735000,1,1.0,Avondale,1330,15400,1922,,553,,Sold,,,https://www.redfin.com/WA/Redmond/9040-Avondale-Rd-NE-98052/home/443860,NWMLS as Distributed by MLS Grid,2352930,N,Y,47.6829654,-122.0986486
PAST SALE,May-9-2025,Townhouse,19255 NE 69th Cir #102,Redmond,WA,98052,1059990,2,2.5,Union Hill,1398,,2024,,758,282,Sold,,,https://www.redfin.com/WA/Redmond/19255-NE-69th-Cir-98052/unit-102/home/193698809,NWMLS as Distributed by MLS Grid,2312993,N,Y,47.6670584,-122.0833524
PAST SALE,June-16-2025,Condo/Co-op,12244 137th Pl NE #2003,Redmond,WA,98052,1298900,4,3.5,Redmond,2053,,2025,,633,186,Sold,,,https://www.redfin.com/WA/Redmond/12244-137th-PL-NE-98052/unit-2003/home/193679044,NWMLS as Distributed by MLS Grid,2312710,N,Y,47.710191,-122.158185
PAST SALE,September-2-2025,Single Family Residential,17517 NE 22nd Ct,Redmond,WA,98052,1715250,5,3.0,Microsoft,2550,12000,1968,,673,,Sold,,,https://www.redfin.com/WA/Redmond/17517-NE-22nd-Ct-98052/home/502999,NWMLS as Distributed by MLS Grid,2385010,N,Y,47.6295598,-122.1059782
PAST SALE,August-6-2025,Condo/Co-op,7581 Old Redmond Rd #4,Redmond,WA,98052,499500,2,2.0,Redmond,1001,,1979,,499,509,Sold,,,https://www.redfin.com/WA/Redmond/7581-Old-Redmond-Rd-98052/unit-4/home/46638,NWMLS as Distributed by MLS Grid,2382059,N,Y,47.6727285,-122.1365234
PAST SALE,July-18-2025,Single Family Residential,12607 Avondale Rd NE,Redmond,WA,98052,3175000,5,5.0,English Hill,5484,68389,2020,,579,,Sold,,,https://www.redfin.com/WA/Redmond/12607-Avondale-Rd-NE-98052/home/450482,NWMLS as Distributed by MLS Grid,2376424,N,Y,47.7126018,-122.0904636
PAST SALE,June-12-2025,Single Family Residential,17019 NE 88th St,Redmond,WA,98052,1200000,3,3.0,Education Hill,2236,12000,1959,,537,,Sold,,,https://www.redfin.com/WA/Redmond/17019-NE-88th-St-98052/home/324940,NWMLS as Distributed by MLS Grid,2353481,N,Y,47.6805034,-122.1128776
PAST SALE,September-23-2025,Single Family Residential,6401 146th Ave NE,Redmond,WA,98052,1350000,3,2.0,Grass Lawn Park,1480,7920,1972,,912,,Sold,,,https://www.redfin.com/WA/Redmond/6401-146th-Ave-NE-98052/home/516086,NWMLS as Distributed by MLS Grid,2405709,N,Y,47.6633143,-122.1461804
PAST SALE,July-18-2025,Single Family Residential,15510 NE 59th St,Redmond,WA,98052,1155000,3,2.0,Microsoft,1290,7738,1967,,895,,Sold,,,https://www.redfin.com/WA/Redmond/15510-NE-59th-St-98052/home/503251,NWMLS as Distributed by MLS Grid,2365280,N,Y,47.659732,-122.1335015
PAST SALE,September-12-2025,Townhouse,15791 NE 114th Way,Redmond,WA,98052,1220000,3,2.5,Redmond,1890,3826,2016,,646,197,Sold,,,https://www.redfin.com/WA/Redmond/15791-NE-114th-Way-98052/home/101611681,NWMLS as Distributed by MLS Grid,2396797,N,Y,47.7023878,-122.1290068
PAST SALE,June-23-2025,Condo/Co-op,12244 137th Pl NE #2004,Redmond,WA,98052,1189900,3,3.5,Redmond,1803,,2025,,660,186,Sold,,,https://www.redfin.com/WA/Redmond/12244-137th-PL-NE-98052/unit-2004/home/192953171,NWMLS as Distributed by MLS Grid,2298905,N,Y,47.710098,-122.158239
PAST SALE,April-22-2025,Condo/Co-op,19319 NE 69th Cir #101,Redmond,WA,98052,865000,2,2.0,Union Hill,1407,,2025,,615,327,Sold,,,https://www.redfin.com/WA/Redmond/19319-NE-69th-Cir-98052/unit-101/home/190553321,NWMLS as Distributed by MLS Grid,2327771,N,Y,47.6665356,-122.0822413
PAST SALE,August-28-2025,Condo/Co-op,7008 155th Pl NE,Redmond,WA,98052,647500,2,2.0,Microsoft,1144,,1982,,566,449,Sold,,,https://www.redfin.com/WA/Redmond/7008-155th-Pl-NE-98052/home/196066682,NWMLS as Distributed by MLS Grid,2388359,N,Y,47.668233,-122.1328793
PAST SALE,August-22-2025,Single Family Residential,17076 NE 123rd St,Redmond,WA,98052,2280000,4,4.0,English Hill,3391,5500,2014,,672,105,Sold,,,https://www.redfin.com/WA/Redmond/17076-NE-123rd-St-98052/home/44657202,NWMLS as Distributed by MLS Grid,2378171,N,Y,47.7103939,-122.1118375
PAST SALE,July-30-2025,Single Family Residential,8527 137th Ave NE,Redmond,WA,98052,700000,2,2.0,Rose Hill,1150,4242,1984,,609,145,Sold,,,https://www.redfin.com/WA/Redmond/8527-137th-Ave-NE-98052/home/513666,NWMLS as Distributed by MLS Grid,2370673,N,Y,47.6795217,-122.157318
PAST SALE,September-26-2025,Condo/Co-op,10909 Avondale Rd NE Unit K141,Redmond,WA,98052,690000,2,2.5,Avondale,1314,,1992,,525,606,Sold,,,https://www.redfin.com/WA/Redmond/10909-Avondale-Rd-NE-98052/unit-K141/home/176045578,NWMLS as Distributed by MLS Grid,2403671,N,Y,47.6975535,-122.0941657
PAST SALE,August-11-2025,Condo/Co-op,13308 NE 111th Ct #2,Redmond,WA,98052,850000,2,2.0,North Rose Hill,1069,1,2004,,795,400,Sold,,,https://www.redfin.com/WA/Redmond/13308-NE-111th-Ct-98052/unit-2/home/2096982,NWMLS as Distributed by MLS Grid,2368494,N,Y,47.700065,-122.1619553
