SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,September-15-2025,Single Family Residential,525 164th Pl SE,Bothell,WA,98012,560000,3,3.0,Mill Creek,1676,8726,1984,,334,10,Sold,,,https://www.redfin.com/WA/Bothell/525-164th-Pl-SE-98012/home/2797484,NWMLS as Distributed by MLS Grid,2416708,N,Y,47.8490002,-122.2244136
PAST SALE,April-17-2025,Single Family Residential,20108 Jewell Rd,Bothell,WA,98012,1050000,3,2.5,Bothell,1849,3049,2016,,568,60,Sold,,,https://www.redfin.com/WA/Bothell/20108-Jewell-Rd-98012/home/101730790,NWMLS as Distributed by MLS Grid,2347396,N,Y,47.8151791,-122.1823733
PAST SALE,May-2-2025,Single Family Residential,2517 Valley Circle Dr,Bothell,WA,98012,980000,5,2.5,Bothell,1996,7405,1978,,491,,Sold,,,https://www.redfin.com/WA/Bothell/2517-Valley-Circle-Dr-98012/home/2777364,NWMLS as Distributed by MLS Grid,2357821,N,Y,47.8399489,-122.1985056
PAST SALE,September-24-2025,Single Family Residential,18021 44th Ave SE,Bothell,WA,98012,1220000,4,2.5,Bothell,2346,3920,2017,,520,64,Sold,,,https://www.redfin.com/WA/Bothell/18021-44th-Ave-SE-98012/home/112922786,NWMLS as Distributed by MLS Grid,2424743,N,Y,47.8338772,-122.1734286
PAST SALE,May-15-2025,Condo/Co-op,1612 201st Pl SE Unit 8A,Bothell,WA,98012,415000,2,2.0,Thrashers Corner,830,,1988,,500,614,Sold,,,https://www.redfin.com/WA/Bothell/1612-201st-Pl-SE-98012/unit-8A/home/2825514,NWMLS as Distributed by MLS Grid,2363142,N,Y,47.8150796,-122.2110916
PAST SALE,April-16-2025,Single Family Residential,27 193rd Pl SW #9,Bothell,WA,98012,845000,3,2.5,Bothell,1818,4281,2010,,465,84,Sold,,,https://www.redfin.com/WA/Bothell/27-193rd-Pl-SW-98012/unit-9/home/39593603,NWMLS as Distributed by MLS Grid,2345104,N,Y,47.8232235,-122.2341321
PAST SALE,June-17-2025,Single Family Residential,19307 25th Ave SE,Bothell,WA,98012,868000,4,2.5,Bothell,1996,3000,2005,,435,67,Sold,,,https://www.redfin.com/WA/Bothell/19307-25th-Ave-SE-98012/home/2909203,NWMLS as Distributed by MLS Grid,2374394,N,Y,47.8226829,-122.198838
PAST SALE,September-22-2025,Single Family Residential,19616 38th Dr SE,Bothell,WA,98012,1320000,4,2.5,Bothell,2395,3485,2014,,551,75,Sold,,,https://www.redfin.com/WA/Bothell/19616-38th-Dr-SE-98012/home/69351358,NWMLS as Distributed by MLS Grid,2426062,N,Y,47.819449,-122.1818848
PAST SALE,June-30-2025,Single Family Residential,18318 Bellflower Rd,Bothell,WA,98012,1485000,4,3.0,Bothell,3045,9148,2021,,488,8,Sold,,,https://www.redfin.com/WA/Bothell/18318-Bellflower-Rd-98012/home/174975732,NWMLS as Distributed by MLS Grid,2375310,N,Y,47.8317087,-122.2322445
PAST SALE,July-3-2025,Single Family Residential,2711 164th Pl SE,Bothell,WA,98012,849000,3,2.5,Bothell,1872,7405,1979,,454,,Sold,,,https://www.redfin.com/WA/Bothell/2711-164th-Pl-SE-98012/home/2784385,NWMLS as Distributed by MLS Grid,2380417,N,Y,47.849257,-122.1957402
PAST SALE,September-5-2025,Single Family Residential,1621 Seattle Hill Rd Unit R5,Bothell,WA,98012,950000,4,2.5,Bothell,2194,3094,2020,,433,254,Sold,,,https://www.redfin.com/WA/Bothell/1621-Seattle-Hill-Rd-98012/unit-R5/home/167337338,NWMLS as Distributed by MLS Grid,2416439,N,Y,47.8458934,-122.2123518
PAST SALE,August-21-2025,Single Family Residential,4000 174th St SE,Bothell,WA,98012,1250000,4,2.5,Bothell,2370,3485,2015,,527,56,Sold,,,https://www.redfin.com/WA/Bothell/4000-174th-St-SE-98012/home/88736708,NWMLS as Distributed by MLS Grid,2410308,N,Y,47.8396226,-122.178542
PAST SALE,May-14-2025,Single Family Residential,17405 Woodland Dr,Bothell,WA,98012,799950,3,2.5,Bothell,1614,7405,1977,,496,35,Sold,,,https://www.redfin.com/WA/Bothell/17405-Woodland-Dr-98012/home/2773948,NWMLS as Distributed by MLS Grid,2357073,N,Y,47.8398327,-122.2027036
PAST SALE,May-30-2025,Condo/Co-op,2009 196th St SE Unit C101,Bothell,WA,98012,460000,2,2.0,Bothell,1017,,2000,,452,386,Sold,,,https://www.redfin.com/WA/Bothell/2009-196th-St-SE-98012/unit-C101/home/2884422,NWMLS as Distributed by MLS Grid,2365206,N,Y,47.821348,-122.204813
PAST SALE,April-14-2025,Single Family Residential,3321 167th Pl SE,Bothell,WA,98012,1268000,4,3.5,Bothell,2632,3049,2019,,482,120,Sold,,,https://www.redfin.com/WA/Bothell/3321-167th-Pl-SE-98012/home/168619609,NWMLS as Distributed by MLS Grid,2344462,N,Y,47.845954,-122.1872468
PAST SALE,May-23-2025,Condo/Co-op,2009 196th St SE Unit G304,Bothell,WA,98012,489000,3,2.0,Bothell,1344,,2001,,364,482,Sold,,,https://www.redfin.com/WA/Bothell/2009-196th-St-SE-98012/unit-G304/home/2887892,NWMLS as Distributed by MLS Grid,2346899,N,Y,47.821348,-122.204813
PAST SALE,August-8-2025,Single Family Residential,18328 10th Dr SE,Bothell,WA,98012,1100000,4,2.5,Bothell,2084,4792,2001,,528,46,Sold,,,https://www.redfin.com/WA/Bothell/18328-10th-Dr-SE-98012/home/2889685,NWMLS as Distributed by MLS Grid,2393989,N,Y,47.8312724,-122.2185139
PAST SALE,June-27-2025,Single Family Residential,18609 45th Dr SE,Bothell,WA,98012,890000,3,2.5,North Creek,1470,2614,2018,,605,100,Sold,,,https://www.redfin.com/WA/Bothell/18609-45th-Dr-SE-98012/home/145204429,NWMLS as Distributed by MLS Grid,2349653,N,Y,47.8287199,-122.1709939
PAST SALE,September-25-2025,Townhouse,1325 Seattle Hill Rd Unit F5,Bothell,WA,98012,875000,4,3.5,Mill Creek,2318,,2018,,377,160,Sold,,,https://www.redfin.com/WA/Bothell/1325-Seattle-Hill-Rd-98012/unit-F5/home/146123026,NWMLS as Distributed by MLS Grid,2410414,N,Y,47.845023,-122.215119
PAST SALE,September-5-2025,Condo/Co-op,18930 Bothell Everett Hwy Unit F105,Bothell,WA,98012,383950,2,1.0,Bothell,887,,1998,,433,496,Sold,,,https://www.redfin.com/WA/Bothell/18930-Bothell-Everett-Hwy-98012/unit-F105/home/12104319,NWMLS as Distributed by MLS Grid,2400285,N,Y,47.8244928,-122.2079972
PAST SALE,July-3-2025,Single Family Residential,31 193rd Pl SW,Bothell,WA,98012,762900,3,2.5,Bothell,1696,2881,2011,,450,83,Sold,,,https://www.redfin.com/WA/Bothell/31-193rd-Pl-SW-98012/home/28634881,NWMLS as Distributed by MLS Grid,2361832,N,Y,47.8232254,-122.2343065
PAST SALE,June-27-2025,Single Family Residential,19433 25th Dr SE,Bothell,WA,98012,775000,4,3.0,Bothell,1722,2910,2009,,450,40,Sold,,,https://www.redfin.com/WA/Bothell/19433-25th-Dr-SE-98012/home/195254757,NWMLS as Distributed by MLS Grid,2355134,N,Y,47.8212759,-122.198432
PAST SALE,September-12-2025,Single Family Residential,15503 39th Ave SE,Bothell,WA,98012,950000,4,2.5,Bothell,2386,4792,2005,,398,41,Sold,,,https://www.redfin.com/WA/Bothell/15503-39th-Ave-SE-98012/home/2910848,NWMLS as Distributed by MLS Grid,2389181,N,Y,47.8571372,-122.1795667
PAST SALE,July-31-2025,Townhouse,18910 Bothell Everett Hwy Unit K2,Bothell,WA,98012,360000,2,1.5,North Creek,896,,1988,,402,512,Sold,,,https://www.redfin.com/WA/Bothell/18910-Bothell-Everett-Hwy-98012/unit-K2/home/2826830,NWMLS as Distributed by MLS Grid,2354044,N,Y,47.826395,-122.2104
PAST SALE,July-25-2025,Mobile/Manufactured Home,1729 194th St SE #7,Bothell,WA,98012,178000,2,1.0,Kennard Corner,826,,1998,,215,,Sold,,,https://www.redfin.com/WA/Bothell/1729-194th-St-SE-98012/unit-7/home/2877409,NWMLS as Distributed by MLS Grid,2413461,N,Y,47.822614,-122.210446
PAST SALE,,Condo/Co-op,14915 38th Dr SE #1164,Bothell,WA,98012,540000,3,2.5,,1314,,2007,,411,,,,,https://www.redfin.com/WA/Bothell/14915-38th-Dr-SE-98012/unit-1164/home/22961264,,,N,Y,47.8623615,-122.1799401
PAST SALE,,Condo/Co-op,15000 Village Green Dr #17,Mill Creek,WA,98012,1150000,3,3.0,,2565,,1978,,448,,,,,https://www.redfin.com/WA/Mill-Creek/15000-Village-Green-Dr-98012/unit-17/home/2782623,,,N,Y,47.8622559,-122.1942038
PAST SALE,May-22-2025,Single Family Residential,2404 166th Pl SE,Bothell,WA,98012,1140000,5,3.0,Bothell,2770,7841,1979,,412,,Sold,,,https://www.redfin.com/WA/Bothell/2404-166th-Pl-SE-98012/home/2779675,NWMLS as Distributed by MLS Grid,2381202,N,Y,47.8469463,-122.2004443
PAST SALE,July-24-2025,Single Family Residential,19917 40th Dr SE,Bothell,WA,98012,2218294,4,5.0,North Creek,3593,4864,2025,,617,96,Sold,,,https://www.redfin.com/WA/Bothell/19917-40th-Dr-SE-98012/home/194771336,NWMLS as Distributed by MLS Grid,2412485,N,Y,47.8166794,-122.1782855
PAST SALE,July-16-2025,Townhouse,19722 Filbert Dr Unit B-2,Bothell,WA,98012,1028000,4,3.5,Bothell,2092,1685,2025,,491,158,Sold,,,https://www.redfin.com/WA/Bothell/19722-Filbert-Dr-98012/unit-B-2/home/196186056,NWMLS as Distributed by MLS Grid,2397098,N,Y,47.817869,-122.2292672
PAST SALE,April-25-2025,Townhouse,18930 Bothell Everett Hwy Unit K101,Bothell,WA,98012,595000,3,2.5,North Creek,,,1998,,,592,Sold,,,https://www.redfin.com/WA/Bothell/18930-Bothell-Everett-Hwy-98012/unit-K101/home/12104345,NWMLS as Distributed by MLS Grid,2371656,N,Y,47.8244928,-122.2079972
